material_id,material_name,material_type,biodegradability_score,water_resistance,recycle_time_days,manufacturing_place,moisture_resistance,material_category,product_category,strength_final,weight_capacity_final,co2_emission_final,recyclability_final,cost_per_kg_final,cost_per_unit_final,co2_impact_index,cost_efficiency_index,material_suitability_score
36,Corn cob fillers,Agro-waste particle,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7999999999999999,0.6,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3649320340160816
37,Peanut shell composites,Agro-waste composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.5,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.33765930674335426
38,Sorghum stalk padding,Lignocellulosic,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7909090909090909,0.55,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3488411249251725
39,Flax fiber bags,Natural fiber,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.8181818181818181,0.6,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.36811385219789977
40,Sisal fiber wraps,Natural fiber,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.5,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.34515930674335427
41,Abaca (manila hemp) sheets,Natural fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.359386579470627
42,Kapok fiber cushions,Natural fiber,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.8363636363636363,0.3,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.30579567037971794
43,Pineapple leaf fibers (piña),Agro-waste fiber,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7999999999999999,0.45,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.33243203401608157
44,Coffee husk composites,Agro-waste composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.5,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.33765930674335426
45,Olive stone fillers,Agro-waste particle,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.08,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.358886579470627
46,Date palm composites,Lignocellulosic,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7909090909090909,0.6,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3678411249251725
47,Avocado seed bioplastics,Bio-based composite,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.8181818181818181,0.25,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.28911385219789976
48,Mushroom root (mycelium variants),Bio-based composite,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8363636363636363,0.2,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.2862956703797179
49,Agar-agar films (seaweed binder),Bio-based polysaccharide,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.8454545454545455,0.25,0.2606796598391846,13.387298458428102,0.15454545454545454,0.7393203401608154,0.290886579470627
50,Wheat bran sheets,Agro-waste fiber,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7272727272727273,0.65,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.37520476128880886
51,Barley straw pulp,Fiber-based (cellulosic),0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7090909090909091,0.7000000000000001,0.2606796598391846,13.387298458428102,0.2909090909090909,0.7393203401608154,0.3885229431069907
52,Maize cob composites,Agro-waste composite,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.55,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3551593067433543
53,Potato starch foams,Bio-based starch,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7272727272727273,0.25,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.30670476128880886
54,Sugarcane pulp trays,Agro-waste fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.65,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.37488657947062703
55,Apple pomace films,Agro-waste composite,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.4,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3209320340160816
56,Bamboo leaf sheets,Lignocellulosic,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8181818181818181,0.5,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.34061385219789975
57,Reed fiber padding,Natural fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.6,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3621593067433543
58,Esparto grass composites,Lignocellulosic,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.350386579470627
59,Typha (cattail) fiber,Natural fiber,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.45,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.33093203401608157
60,Kenaf fiber molded,Natural fiber,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7909090909090909,0.6,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3678411249251725
61,Ramie fiber bags,Natural fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7727272727272727,0.55,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3566593067433543
62,Coir pith blocks,Natural fiber (coir),0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.08,0.8181818181818181,0.5,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.35211385219789976
63,Areca palm leaf plates,Lignocellulosic,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.04,0.8363636363636363,0.3,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.30229567037971794
64,Sal leaf plates,Lignocellulosic,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.04,0.8181818181818181,0.35000000000000003,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.3141138521978998
65,Sago palm starch films,Bio-based starch,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7272727272727273,0.25,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.30270476128880885
66,Jackfruit seed bioplastics,Bio-based composite,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.2979320340160816
67,Durian rind composites,Agro-waste composite,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.45,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.33215930674335425
68,Mango seed coatings,Bio-based polymer,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7909090909090909,0.4,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.32184112492517253
69,Papaya leaf fibers,Agro-waste fiber,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7727272727272727,0.5,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.34065930674335426
70,Guava pomace fillers,Agro-waste particle,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.354386579470627
71,Lentil hull composites,Agro-waste composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7272727272727273,0.6,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.36220476128880885
72,Chickpea straw pulp,Fiber-based,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.65,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3751593067433543
73,Soybean hull sheets,Agro-waste fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.354886579470627
74,Alginate films (brown algae),Bio-based polysaccharide,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.8454545454545455,0.25,0.2606796598391846,13.387298458428102,0.15454545454545454,0.7393203401608154,0.290886579470627
75,Carrageenan wraps (red algae),Bio-based polysaccharide,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.8363636363636363,0.25,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.29179567037971793
76,Fucoidan-based trays,Bio-based polysaccharide,0.9400000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8272727272727273,0.25,0.2606796598391846,13.387298458428102,0.17272727272727273,0.7393203401608154,0.29570476128880885
77,Pectin films (fruit-derived),Bio-based polysaccharide,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3009320340160816
78,Bacterial cellulose sheets,Bio-based (microbial),0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.06,0.8181818181818181,0.2,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.28861385219789976
79,Pullulan films (fungal),Bio-based polysaccharide,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.8363636363636363,0.25,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.29179567037971793
80,Xanthan gum coatings,Bio-based polysaccharide,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.2979320340160816
81,Guar gum composites,Bio-based polysaccharide,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7909090909090909,0.35000000000000003,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3158411249251725
82,Orange peel composites,Agro-waste composite,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.4,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3209320340160816
83,Lemon peel films,Agro-waste polymer,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7909090909090909,0.35000000000000003,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3088411249251725
84,Pomegranate rind trays,Agro-waste composite,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.45,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.33215930674335425
85,Grape pomace fillers,Agro-waste particle,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7818181818181817,0.5,0.2606796598391846,13.387298458428102,0.21818181818181825,0.7393203401608154,0.3437502158342634
86,Tomato skin sheets,Agro-waste fiber,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.4,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3209320340160816
87,Onion peel composites,Agro-waste composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.350386579470627
88,Garlic husk padding,Agro-waste particle,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7727272727272727,0.5,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.33765930674335426
89,Eggshell calcium composites,Bio-mineral composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7272727272727273,0.6,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.36670476128880886
90,Crab shell chitin films,Bio-based polysaccharide,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3024320340160816
91,Shrimp shell chitosan trays,Bio-based polysaccharide,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8090909090909091,0.3,0.2606796598391846,13.387298458428102,0.19090909090909092,0.7393203401608154,0.3045229431069907
92,Fish scale bioplastics,Bio-based composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.25,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.28765930674335427
93,Feather keratin foams,Bio-based protein,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7909090909090909,0.2,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.2788411249251725
94,Wool fiber padding,Natural fiber (animal),0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.6818181818181818,0.7000000000000001,0.2606796598391846,13.387298458428102,0.31818181818181823,0.7393203401608154,0.3867502158342634
95,Silk cocoons composites,Natural fiber (protein),0.8,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7272727272727273,0.4,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.31470476128880887
96,Casein (milk protein) films,Bio-based protein,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7454545454545454,0.25,0.2606796598391846,13.387298458428102,0.25454545454545463,0.7393203401608154,0.293386579470627
97,Gelatin-based wraps,Bio-based protein,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7727272727272727,0.2,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.28815930674335427
98,Collagen sheets,Bio-based protein,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3054320340160816
99,Lignin foams (wood extract),Bio-based polymer,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8181818181818181,0.4,0.2606796598391846,13.387298458428102,0.18181818181818188,0.7393203401608154,0.3131138521978998
100,Hemicellulose films,Bio-based polysaccharide,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.35000000000000003,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.3079320340160816
101,Glucomannan noodles/padding,Bio-based polysaccharide,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7909090909090909,0.25,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3003411249251725
102,Locust bean gum trays,Bio-based polysaccharide,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7818181818181817,0.3,0.2606796598391846,13.387298458428102,0.21818181818181825,0.7393203401608154,0.3027502158342634
103,Konjac glucomannan films,Bio-based polysaccharide,0.9500000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.25,0.2606796598391846,13.387298458428102,0.20000000000000007,0.7393203401608154,0.2954320340160816
