material_id,material_name,material_type,biodegradability_score,water_resistance,recycle_time_days,manufacturing_place,moisture_resistance,material_category,product_category,strength_final,weight_capacity_final,co2_emission_final,recyclability_final,cost_per_kg_final,cost_per_unit_final
40,Sisal fiber wraps,Natural fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,50.0,189.61702127659575,13.387298458428102
41,Abaca (manila hemp) sheets,Natural fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,82.0,55.0,189.61702127659575,13.387298458428102
42,Kapok fiber cushions,Natural fiber,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,92.0,30.0,189.61702127659575,13.387298458428102
43,Pineapple leaf fibers (piña),Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,88.0,45.0,189.61702127659575,13.387298458428102
44,Coffee husk composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,50.0,189.61702127659575,13.387298458428102
45,Olive stone fillers,Agro-waste particle,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,4.0,82.0,55.0,189.61702127659575,13.387298458428102
46,Date palm composites,Lignocellulosic,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,87.0,60.0,189.61702127659575,13.387298458428102
47,Avocado seed bioplastics,Bio-based composite,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,90.0,25.0,189.61702127659575,13.387298458428102
48,Mushroom root (mycelium variants),Bio-based composite,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,92.0,20.0,189.61702127659575,13.387298458428102
49,Agar-agar films (seaweed binder),Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,93.0,25.0,189.61702127659575,13.387298458428102
50,Wheat bran sheets,Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,80.0,65.0,189.61702127659575,13.387298458428102
51,Barley straw pulp,Fiber-based (cellulosic),88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,78.0,70.0,189.61702127659575,13.387298458428102
52,Maize cob composites,Agro-waste composite,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,55.0,189.61702127659575,13.387298458428102
53,Potato starch foams,Bio-based starch,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,80.0,25.0,189.61702127659575,13.387298458428102
54,Sugarcane pulp trays,Agro-waste fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,65.0,189.61702127659575,13.387298458428102
55,Apple pomace films,Agro-waste composite,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,40.0,189.61702127659575,13.387298458428102
56,Bamboo leaf sheets,Lignocellulosic,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,90.0,50.0,189.61702127659575,13.387298458428102
57,Reed fiber padding,Natural fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,60.0,189.61702127659575,13.387298458428102
58,Esparto grass composites,Lignocellulosic,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
59,Typha (cattail) fiber,Natural fiber,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,45.0,189.61702127659575,13.387298458428102
60,Kenaf fiber molded,Natural fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,87.0,60.0,189.61702127659575,13.387298458428102
61,Ramie fiber bags,Natural fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,85.0,55.0,189.61702127659575,13.387298458428102
62,Coir pith blocks,Natural fiber (coir),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,4.0,90.0,50.0,189.61702127659575,13.387298458428102
63,Areca palm leaf plates,Lignocellulosic,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,2.0,92.0,30.0,189.61702127659575,13.387298458428102
64,Sal leaf plates,Lignocellulosic,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,2.0,90.0,35.0,189.61702127659575,13.387298458428102
65,Sago palm starch films,Bio-based starch,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,80.0,25.0,189.61702127659575,13.387298458428102
66,Jackfruit seed bioplastics,Bio-based composite,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,30.0,189.61702127659575,13.387298458428102
67,Durian rind composites,Agro-waste composite,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,45.0,189.61702127659575,13.387298458428102
68,Mango seed coatings,Bio-based polymer,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,87.0,40.0,189.61702127659575,13.387298458428102
69,Papaya leaf fibers,Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,85.0,50.0,189.61702127659575,13.387298458428102
70,Guava pomace fillers,Agro-waste particle,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
71,Lentil hull composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,80.0,60.0,189.61702127659575,13.387298458428102
72,Chickpea straw pulp,Fiber-based,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,65.0,189.61702127659575,13.387298458428102
73,Soybean hull sheets,Agro-waste fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
74,Alginate films (brown algae),Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,93.0,25.0,189.61702127659575,13.387298458428102
75,Carrageenan wraps (red algae),Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,92.0,25.0,189.61702127659575,13.387298458428102
76,Fucoidan-based trays,Bio-based polysaccharide,94.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,91.0,25.0,189.61702127659575,13.387298458428102
77,Pectin films (fruit-derived),Bio-based polysaccharide,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,30.0,189.61702127659575,13.387298458428102
78,Bacterial cellulose sheets,Bio-based (microbial),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,3.0,90.0,20.0,189.61702127659575,13.387298458428102
79,Pullulan films (fungal),Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,92.0,25.0,189.61702127659575,13.387298458428102
80,Xanthan gum coatings,Bio-based polysaccharide,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,30.0,189.61702127659575,13.387298458428102
81,Guar gum composites,Bio-based polysaccharide,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,87.0,35.0,189.61702127659575,13.387298458428102
82,Orange peel composites,Agro-waste composite,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,40.0,189.61702127659575,13.387298458428102
83,Lemon peel films,Agro-waste polymer,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,87.0,35.0,189.61702127659575,13.387298458428102
84,Pomegranate rind trays,Agro-waste composite,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,45.0,189.61702127659575,13.387298458428102
85,Grape pomace fillers,Agro-waste particle,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,86.0,50.0,189.61702127659575,13.387298458428102
86,Tomato skin sheets,Agro-waste fiber,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,40.0,189.61702127659575,13.387298458428102
87,Onion peel composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
88,Garlic husk padding,Agro-waste particle,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,85.0,50.0,189.61702127659575,13.387298458428102
89,Eggshell calcium composites,Bio-mineral composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,80.0,60.0,189.61702127659575,13.387298458428102
90,Crab shell chitin films,Bio-based polysaccharide,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,88.0,30.0,189.61702127659575,13.387298458428102
91,Shrimp shell chitosan trays,Bio-based polysaccharide,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,89.0,30.0,189.61702127659575,13.387298458428102
92,Fish scale bioplastics,Bio-based composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,25.0,189.61702127659575,13.387298458428102
93,Feather keratin foams,Bio-based protein,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,87.0,20.0,189.61702127659575,13.387298458428102
94,Wool fiber padding,Natural fiber (animal),85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,75.0,70.0,189.61702127659575,13.387298458428102
95,Silk cocoons composites,Natural fiber (protein),80.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,80.0,40.0,189.61702127659575,13.387298458428102
96,Casein (milk protein) films,Bio-based protein,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,82.0,25.0,189.61702127659575,13.387298458428102
97,Gelatin-based wraps,Bio-based protein,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,85.0,20.0,189.61702127659575,13.387298458428102
98,Collagen sheets,Bio-based protein,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,88.0,30.0,189.61702127659575,13.387298458428102
99,Lignin foams (wood extract),Bio-based polymer,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,90.0,40.0,189.61702127659575,13.387298458428102
100,Hemicellulose films,Bio-based polysaccharide,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,35.0,189.61702127659575,13.387298458428102
101,Glucomannan noodles/padding,Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,87.0,25.0,189.61702127659575,13.387298458428102
102,Locust bean gum trays,Bio-based polysaccharide,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,86.0,30.0,189.61702127659575,13.387298458428102
103,Konjac glucomannan films,Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,25.0,189.61702127659575,13.387298458428102
104,Fungal keratinase composites,Bio-based composite,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,92.0,20.0,189.61702127659575,13.387298458428102
105,Bacterial nanocellulose foams,Bio-based (microbial),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,90.0,20.0,189.61702127659575,13.387298458428102
106,PHA from bacteria (films),Bio-based polyester,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,25.0,189.61702127659575,13.387298458428102
107,PHB bottles/trays,Bio-based polyester,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,80.0,30.0,189.61702127659575,13.387298458428102
108,Polyhydroxybutyrate composites,Bio-based polyester,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,82.0,30.0,189.61702127659575,13.387298458428102
109,Spider silk-inspired synthetics,Bio-based protein mimic,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,5.0,4.0,88.0,40.0,189.61702127659575,13.387298458428102
110,Nettle fiber bags,Natural fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,87.0,55.0,189.61702127659575,13.387298458428102
111,Willow bark composites,Lignocellulosic,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,60.0,189.61702127659575,13.387298458428102
1,Virgin Cardboard,Corrugated Cardboard,85.0,0.0,90.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,12.0,2.1,90.0,189.61702127659575,18.0
2,Virgin Cardboard,Molded Pulp,92.0,0.0,60.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,1.8,88.0,189.61702127659575,15.0
3,Virgin Cardboard,Biodegradable Plastic,65.0,1.0,180.0,China,0.33599999999999997,Plastic,Cosmetics,8.0,15.0,3.9,60.0,189.61702127659575,28.0
4,Virgin Cardboard,Kraft Paper,88.0,0.0,75.0,India,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,2.0,85.0,189.61702127659575,12.0
5,Virgin Cardboard,Bamboo Fiber,95.0,1.0,120.0,Vietnam,0.33599999999999997,Plastic,Cosmetics,9.0,18.0,1.6,92.0,189.61702127659575,35.0
6,Virgin Cardboard,Mushroom Packaging,98.0,0.0,30.0,USA,0.33599999999999997,Plastic,Cosmetics,6.0,7.0,1.2,96.0,189.61702127659575,40.0
7,Virgin Cardboard,Recycled Paperboard,82.0,0.0,100.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,10.0,2.3,89.0,189.61702127659575,20.0
8,Virgin Cardboard,PLA Plastic,70.0,1.0,160.0,Germany,0.33599999999999997,Plastic,Cosmetics,8.0,14.0,3.4,65.0,189.61702127659575,30.0
9,Virgin Cardboard,Cornstarch Packaging,90.0,0.0,110.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,2.5,80.0,189.61702127659575,22.0
10,Virgin Cardboard,Sugarcane Bagasse,93.0,0.0,85.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,11.0,1.9,91.0,189.61702127659575,26.0
11,Virgin Cardboard,Recycled PET,55.0,1.0,300.0,China,0.33599999999999997,Plastic,Cosmetics,9.0,20.0,4.8,75.0,189.61702127659575,45.0
12,Virgin Cardboard,Hemp Fiber,94.0,1.0,140.0,Nepal,0.33599999999999997,Plastic,Cosmetics,8.0,16.0,1.7,90.0,189.61702127659575,38.0
13,Virgin Cardboard,Jute Packaging,91.0,0.0,130.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,14.0,2.2,88.0,189.61702127659575,24.0
14,Virgin Cardboard,Palm Leaf Packaging,96.0,0.0,50.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,1.5,93.0,189.61702127659575,19.0
15,Virgin Cardboard,Seaweed Packaging,99.0,0.0,20.0,Indonesia,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,1.1,97.0,189.61702127659575,42.0
16,Virgin Cardboard,Recycled Carton,80.0,0.0,95.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,10.0,2.6,87.0,189.61702127659575,21.0
17,Virgin Cardboard,Paper Foam,86.0,0.0,100.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,2.4,84.0,189.61702127659575,23.0
18,Virgin Cardboard,Bio-Composite,72.0,1.0,210.0,Japan,0.33599999999999997,Plastic,Cosmetics,9.0,22.0,3.8,70.0,189.61702127659575,55.0
19,Virgin Cardboard,Wood Wool,89.0,0.0,120.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,2.1,85.0,189.61702127659575,27.0
20,Virgin Cardboard,Coconut Husk,94.0,0.0,90.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,12.0,1.8,92.0,189.61702127659575,29.0
21,Virgin Cardboard,Recycled Molded Fiber,87.0,0.0,80.0,India,0.33599999999999997,Plastic,Cosmetics,8.0,13.0,2.0,90.0,189.61702127659575,31.0
22,Virgin Cardboard,Wheat Straw Packaging,95.0,0.0,60.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,7.0,1.4,94.0,189.61702127659575,18.0
23,Virgin Cardboard,Banana Fiber,93.0,0.0,100.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,11.0,1.9,91.0,189.61702127659575,26.0
24,Virgin Cardboard,Rice Husk Packaging,92.0,0.0,90.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,2.0,89.0,189.61702127659575,24.0
25,Virgin Cardboard,Areca Leaf Packaging,97.0,0.0,40.0,India,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,1.3,95.0,189.61702127659575,17.0
26,Virgin Cardboard,Paper Honeycomb,84.0,0.0,110.0,India,0.33599999999999997,Plastic,Cosmetics,8.0,17.0,2.7,88.0,189.61702127659575,34.0
27,Virgin Cardboard,Bagasse Foam,94.0,0.0,70.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,13.0,1.8,92.0,189.61702127659575,32.0
28,Virgin Cardboard,Bio-Foam Sheet,78.0,1.0,150.0,Germany,0.33599999999999997,Plastic,Cosmetics,6.0,10.0,3.0,82.0,189.61702127659575,28.0
29,Virgin Cardboard,Recycled Kraft Board,83.0,0.0,120.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,14.0,2.4,89.0,189.61702127659575,27.0
30,Virgin Cardboard,Natural Fiber Blend,90.0,1.0,140.0,India,0.33599999999999997,Plastic,Cosmetics,8.0,16.0,2.2,88.0,189.61702127659575,36.0
31,Virgin Cardboard,Agro Waste Composite,88.0,1.0,190.0,India,0.33599999999999997,Plastic,Cosmetics,9.0,21.0,2.9,86.0,189.61702127659575,48.0
32,Virgin Cardboard,Cellulose Fiber Mold,96.0,0.0,55.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,1.6,93.0,189.61702127659575,22.0
